transaction_id,transaction_date,employee_id,vendor_id,expense_type,amount,payment_method,approval_status
981,31/02/2024,999,10,IT Supplies,,CASH,Pending
982,2021-02-03,104,10,travel expense,144947.0,Card,Rejected
983,31/02/2024,102,10,travel expense,20744.0,Bank Transfer,approved
984,31/02/2024,104,12,Software Subscription,-1200.0,Bank Transfer,Rejected
985,21/03/2024,100,10,meal,,card,
986,2029-11-15,103,14,IT Supplies,0.0,Card,Approved
987,31/12/2024,101,12,Meals,0.0,Card,Approved
988,31/02/2024,102,10,Travel,-1200.0,card,approved
989,2029-11-15,101,10,Software Subscription,0.0,Card,approved
990,2029-11-15,104,10,IT Supplies,-1200.0,Bank Transfer,approved
991,2029-11-15,105,11,IT Supplies,100025.0,card,Rejected
992,2021-07-27,103,14,Meals,,card,Pending
993,2025-10-13,104,888,Meals,124198.0,Bank Transfer,approved
994,2029-11-15,103,11,Meals,,UPI,Rejected
995,31/02/2024,101,14,Software Subscription,0.0,card,
996,2029-11-15,104,13,Meals,0.0,card,approved
997,31/02/2024,100,10,IT Supplies,31190.0,card,
998,2029-11-15,100,13,Travel,,UPI,
999,25/02/2021,101,12,Meals,0.0,CASH,Rejected
1000,31/02/2024,101,10,travel expense,,Card,Pending
1001,2021-01-29,100,13,meal,219357.0,Bank Transfer,Pending
1002,2029-11-15,101,14,Travel,41638.0,CASH,Rejected
1003,2029-11-15,100,12,IT Supplies,-1200.0,Card,Approved
1004,2029-11-15,999,10,meal,,Bank Transfer,Approved
1005,31/02/2024,100,13,Travel,0.0,Bank Transfer,approved
1006,31/02/2024,104,10,Software Subscription,136363.0,UPI,Rejected
1007,2021-12-05,100,11,travel expense,0.0,CASH,Pending
1008,2023-03-13,102,13,Software Subscription,33878.0,card,Pending
1009,15/01/2021,102,13,travel expense,195444.0,card,Pending
1010,31/02/2024,105,13,meal,60497.0,UPI,
1011,2021-06-07,100,12,meal,32627.0,Card,Approved
1012,2025-02-06,101,10,Software Subscription,0.0,UPI,Rejected
1013,20/03/2023,102,12,travel expense,-1200.0,Bank Transfer,approved
1014,2029-11-15,100,12,travel expense,0.0,Bank Transfer,Pending
1015,31/02/2024,105,10,Software Subscription,0.0,Card,Approved
1016,13/02/2025,999,10,travel expense,0.0,Card,Rejected
1017,2029-11-15,999,11,Meals,-1200.0,card,Pending
1018,31/02/2024,102,12,IT Supplies,,UPI,Pending
1019,2029-11-15,105,10,Software Subscription,,Bank Transfer,
1020,2029-11-15,101,10,meal,,Card,Pending
1021,20/06/2024,105,14,meal,212347.0,UPI,Approved
1022,03/02/2021,999,14,IT Supplies,,card,
1023,26/08/2021,104,13,IT Supplies,0.0,CASH,
1024,2029-11-15,101,12,Meals,,Bank Transfer,Rejected
1025,30/11/2021,999,12,travel expense,0.0,UPI,approved
1026,01/01/2024,101,11,travel expense,38823.0,Card,
1027,31/02/2024,105,888,Travel,,UPI,Rejected
1028,2021-02-06,104,14,meal,,Card,Pending
1029,2029-11-15,104,12,IT Supplies,248376.0,UPI,
1030,12/01/2024,999,888,meal,,CASH,approved
1031,2029-11-15,103,11,Meals,205154.0,card,Approved
1032,2029-11-15,103,888,IT Supplies,-1200.0,Bank Transfer,Pending
1033,2029-11-15,105,10,Meals,-1200.0,UPI,Approved
1034,21/08/2023,104,12,IT Supplies,27886.0,Bank Transfer,Approved
1035,2029-11-15,103,12,Meals,-1200.0,UPI,Pending
1036,21/06/2024,103,10,Software Subscription,,CASH,Pending
1037,31/02/2024,102,888,Meals,,card,approved
1038,26/01/2023,103,12,Meals,34563.0,UPI,Rejected
1039,25/03/2021,102,888,Travel,0.0,UPI,Rejected
1040,31/02/2024,102,13,Software Subscription,-1200.0,Bank Transfer,Rejected
1041,31/02/2024,104,11,travel expense,-1200.0,card,
1042,2025-03-02,101,13,Travel,-1200.0,Card,Approved
1043,31/02/2024,103,11,Meals,20865.0,CASH,Pending
1044,2029-11-15,101,10,travel expense,0.0,UPI,
1045,18/05/2024,101,13,IT Supplies,,Card,
1046,19/01/2025,104,14,IT Supplies,,CASH,Rejected
1047,31/02/2024,999,888,travel expense,0.0,card,Rejected
1048,2029-11-15,101,13,Travel,0.0,UPI,Pending
1049,2022-09-25,102,13,Travel,60687.0,CASH,
1050,2021-11-16,101,11,meal,57074.0,card,Approved
1051,31/02/2024,104,13,travel expense,0.0,CASH,
1052,2029-11-15,100,10,Travel,0.0,card,Approved
1053,2022-04-12,102,10,Software Subscription,20253.0,UPI,Pending
1054,2021-07-20,999,14,travel expense,,Bank Transfer,Rejected
1055,31/02/2024,100,12,Software Subscription,,Bank Transfer,Approved
1056,18/04/2021,102,14,Software Subscription,,CASH,Pending
1057,2029-11-15,101,14,Meals,0.0,card,approved
1058,04/06/2024,104,888,Travel,,card,Pending
1059,26/06/2022,999,10,Travel,-1200.0,card,Rejected
1060,2024-05-31,101,14,travel expense,161194.0,UPI,Rejected
1061,2021-03-17,101,11,Software Subscription,,Card,Pending
1062,2029-11-15,104,13,IT Supplies,,UPI,approved
1063,2029-11-15,999,10,IT Supplies,178118.0,Bank Transfer,Rejected
1064,2029-11-15,101,10,meal,-1200.0,UPI,
1065,31/12/2024,100,14,IT Supplies,82641.0,Bank Transfer,Approved
1066,31/02/2024,101,14,Travel,0.0,Bank Transfer,
1067,31/02/2024,102,11,IT Supplies,-1200.0,card,Pending
1068,2021-05-26,100,888,IT Supplies,88620.0,CASH,Pending
1069,31/02/2024,101,10,Software Subscription,,Card,approved
1070,2023-11-24,102,888,Software Subscription,150446.0,Bank Transfer,Rejected
1071,2029-11-15,100,14,IT Supplies,,Bank Transfer,Approved
1072,2023-09-26,102,12,travel expense,,UPI,Rejected
1073,03/01/2023,999,11,Travel,,CASH,
1074,2024-05-07,100,13,Meals,,UPI,approved
1075,2021-04-01,105,10,meal,0.0,card,Approved
1076,2029-11-15,102,888,travel expense,-1200.0,Card,Approved
1077,2029-11-15,100,14,meal,0.0,CASH,approved
1078,2023-08-08,105,888,travel expense,0.0,Card,Approved
1079,2029-11-15,102,13,Travel,0.0,UPI,approved
1080,31/02/2024,102,888,IT Supplies,0.0,Bank Transfer,Rejected
1081,31/02/2024,105,14,travel expense,0.0,CASH,
1082,2029-11-15,100,12,Meals,-1200.0,CASH,Approved
1083,2029-11-15,101,12,Travel,184690.0,Bank Transfer,approved
1084,10/04/2024,100,888,Meals,-1200.0,CASH,Approved
1085,2029-11-15,103,11,Meals,,CASH,
1086,2021-03-22,105,12,travel expense,0.0,CASH,
1087,22/08/2021,104,888,Software Subscription,-1200.0,UPI,approved
1088,2029-11-15,102,12,meal,-1200.0,Bank Transfer,
1089,2029-11-15,100,10,IT Supplies,0.0,UPI,Approved
1090,31/02/2024,999,11,Software Subscription,-1200.0,Card,Rejected
1091,31/02/2024,104,14,travel expense,,CASH,Pending
1092,2021-06-02,103,11,IT Supplies,,UPI,approved
1093,27/10/2024,103,13,IT Supplies,-1200.0,UPI,Pending
1094,31/10/2022,100,14,Software Subscription,,Bank Transfer,Approved
1095,31/02/2024,104,13,Travel,0.0,Card,Pending
1096,19/11/2023,101,12,travel expense,-1200.0,card,Rejected
1097,16/08/2025,999,12,Travel,85609.0,card,Pending
1098,2023-09-13,100,10,Meals,,UPI,approved
1099,31/02/2024,999,10,meal,55513.0,UPI,
1100,31/02/2024,105,14,Software Subscription,0.0,card,approved
1101,2023-12-21,999,13,Meals,,Bank Transfer,approved
1102,2025-10-22,105,14,travel expense,-1200.0,UPI,
1103,2029-11-15,103,888,Meals,85976.0,UPI,Pending
1104,18/11/2023,105,11,meal,-1200.0,card,Pending
1105,31/02/2024,101,12,Meals,-1200.0,UPI,Rejected
1106,2029-11-15,103,888,Software Subscription,-1200.0,card,
1107,31/02/2024,105,14,Software Subscription,112780.0,Card,Pending
1108,14/09/2023,102,11,meal,-1200.0,card,approved
1109,19/05/2022,103,11,Software Subscription,-1200.0,Card,Approved
1110,2029-11-15,999,14,Software Subscription,142884.0,Card,Pending
1111,2023-09-02,105,10,Travel,,CASH,Pending
1112,31/02/2024,100,11,travel expense,0.0,CASH,
1113,2029-11-15,100,11,travel expense,-1200.0,UPI,Pending
1114,2029-11-15,101,13,meal,38504.0,CASH,approved
1115,2029-11-15,104,14,IT Supplies,-1200.0,Card,Approved
1116,04/09/2025,104,12,Travel,0.0,Bank Transfer,Rejected
1117,03/08/2025,103,11,meal,0.0,Card,approved
1118,22/07/2024,100,14,Travel,185973.0,CASH,Approved
1119,31/02/2024,103,888,meal,10087.0,UPI,Rejected
1120,31/02/2024,100,12,travel expense,202871.0,UPI,Approved
1121,28/09/2024,104,10,travel expense,0.0,UPI,Rejected
1122,2021-02-05,999,11,travel expense,,UPI,
1123,2023-12-06,103,13,Travel,56390.0,Card,approved
1124,2021-09-07,104,14,Meals,,Bank Transfer,approved
1125,2029-11-15,104,10,Software Subscription,-1200.0,Bank Transfer,Approved
1126,26/01/2023,102,13,Travel,0.0,CASH,Rejected
1127,2029-11-15,999,14,meal,119448.0,CASH,
1128,14/09/2025,100,10,travel expense,,UPI,approved
1129,17/03/2021,100,11,IT Supplies,197891.0,UPI,Approved
1130,2024-02-07,104,13,Meals,49278.0,card,Approved
1131,2029-11-15,105,10,meal,-1200.0,CASH,Approved
1132,09/07/2021,102,888,Meals,0.0,Bank Transfer,approved
1133,20/08/2023,101,12,meal,0.0,Bank Transfer,
1134,2029-11-15,103,10,Meals,0.0,Bank Transfer,
1135,31/02/2024,999,888,Software Subscription,,card,Pending
1136,31/02/2024,101,11,Travel,0.0,CASH,approved
1137,05/07/2021,100,888,IT Supplies,-1200.0,card,Pending
1138,30/06/2023,999,14,Travel,,UPI,Approved
1139,2029-11-15,102,14,Software Subscription,0.0,UPI,Rejected
1140,24/04/2023,100,888,Software Subscription,0.0,Card,Rejected
1141,31/02/2024,103,14,meal,,UPI,Pending
1142,2029-11-15,102,13,Travel,0.0,card,
1143,28/06/2025,100,12,Software Subscription,-1200.0,UPI,Approved
1144,22/09/2021,100,10,Software Subscription,,card,approved
1145,2025-03-21,105,10,travel expense,-1200.0,Card,Rejected
1146,31/02/2024,103,888,Travel,,card,
1147,27/04/2022,101,11,IT Supplies,0.0,card,Pending
1148,31/02/2024,100,12,meal,-1200.0,Card,Pending
1149,31/02/2024,105,11,Software Subscription,246921.0,UPI,Rejected
1150,15/10/2021,102,10,travel expense,-1200.0,Card,Pending
1151,2029-11-15,104,888,Travel,0.0,CASH,Rejected
1152,2029-11-15,101,11,travel expense,-1200.0,Card,Pending
1153,2022-07-01,105,888,Travel,184629.0,Bank Transfer,Pending
1154,2029-11-15,100,11,Meals,0.0,CASH,Pending
1155,2029-11-15,100,10,IT Supplies,,UPI,approved
1156,31/02/2024,104,11,Software Subscription,138249.0,UPI,
1157,07/11/2023,102,13,travel expense,-1200.0,CASH,Approved
1158,31/07/2024,105,14,Travel,240692.0,CASH,
1159,2029-11-15,100,10,IT Supplies,67145.0,card,Approved
1160,2029-11-15,999,11,IT Supplies,135338.0,CASH,Rejected
1161,31/02/2024,105,10,Travel,,CASH,
1162,09/06/2021,104,888,Software Subscription,0.0,CASH,Rejected
1163,2021-06-05,999,10,meal,-1200.0,card,approved
1164,2029-11-15,104,11,travel expense,0.0,Bank Transfer,Approved
1165,2021-01-30,100,13,Software Subscription,-1200.0,card,Pending
1166,31/02/2024,999,14,meal,13992.0,UPI,Rejected
1167,31/02/2024,105,13,IT Supplies,,card,Rejected
1168,2023-11-03,102,14,IT Supplies,-1200.0,Card,Approved
1169,2029-11-15,102,13,travel expense,141309.0,CASH,Pending
1170,2022-07-17,104,10,travel expense,-1200.0,Card,Rejected
1171,31/02/2024,103,10,travel expense,,UPI,Pending
1172,27/08/2023,999,10,meal,,card,Approved
1173,2024-12-02,104,13,travel expense,-1200.0,Card,
1174,2021-06-16,100,12,travel expense,,UPI,Approved
1175,16/08/2024,999,888,IT Supplies,176569.0,card,
1176,2029-11-15,999,888,Software Subscription,0.0,Card,Pending
1177,16/05/2025,104,14,Meals,-1200.0,CASH,approved
1178,08/07/2025,103,10,Meals,0.0,card,Rejected
1179,2023-11-07,103,14,Software Subscription,,UPI,Approved
1180,2029-11-15,100,888,IT Supplies,-1200.0,CASH,Pending
1181,31/02/2024,103,11,Software Subscription,-1200.0,UPI,Rejected
1182,31/02/2024,999,13,meal,,CASH,approved
1183,2029-11-15,103,12,IT Supplies,121882.0,Bank Transfer,Rejected
1184,08/01/2023,102,11,Travel,0.0,CASH,Pending
1185,2029-11-15,103,11,Software Subscription,171488.0,card,approved
1186,2022-10-14,102,12,Travel,0.0,CASH,Pending
1187,2029-11-15,101,10,Software Subscription,0.0,Card,Approved
1188,2029-11-15,105,888,travel expense,,card,approved
1189,27/05/2022,100,10,meal,,card,approved
1190,2025-10-11,999,10,IT Supplies,,card,approved
1191,31/02/2024,100,10,meal,-1200.0,Card,Approved
1192,01/02/2024,104,888,travel expense,-1200.0,card,Approved
1193,2021-11-14,104,13,Software Subscription,0.0,UPI,Approved
1194,2022-02-09,103,888,IT Supplies,182381.0,Card,approved
1195,31/02/2024,104,11,Software Subscription,109665.0,Bank Transfer,Approved
1196,2029-11-15,103,11,IT Supplies,211897.0,Card,approved
1197,01/10/2022,105,13,travel expense,0.0,Card,Rejected
1198,2022-03-20,999,13,Meals,44326.0,Card,Pending
1199,2025-09-25,104,11,Meals,-1200.0,card,Rejected
1200,07/04/2024,999,11,meal,0.0,card,Approved
1201,31/02/2024,103,12,Software Subscription,,CASH,Approved
1202,31/02/2024,104,10,IT Supplies,,Card,Rejected
1203,2024-04-27,105,14,IT Supplies,0.0,card,approved
1204,2029-11-15,101,888,IT Supplies,0.0,Bank Transfer,
1205,2025-02-15,100,13,Travel,,card,approved
1206,31/02/2024,104,11,Travel,,card,approved
1207,2023-04-09,104,13,Software Subscription,,UPI,approved
1208,2021-06-10,999,13,Travel,-1200.0,CASH,Approved
1209,31/02/2024,105,13,IT Supplies,138363.0,Card,Rejected
1210,2029-11-15,101,10,Meals,-1200.0,Bank Transfer,Approved
1211,30/04/2021,101,14,travel expense,0.0,card,Pending
1212,2022-12-23,100,10,Travel,-1200.0,UPI,Approved
1213,2024-05-24,100,11,Software Subscription,-1200.0,CASH,approved
1214,2021-01-21,104,13,meal,137739.0,card,Rejected
1215,31/02/2024,101,12,Software Subscription,236437.0,Bank Transfer,
1216,13/09/2021,100,14,IT Supplies,0.0,Bank Transfer,Pending
1217,2029-11-15,104,888,Software Subscription,227340.0,Bank Transfer,approved
1218,31/02/2024,101,10,Meals,-1200.0,CASH,
1219,16/01/2024,999,14,IT Supplies,0.0,UPI,Rejected
1220,2029-11-15,102,13,meal,,UPI,approved
1221,2029-11-15,105,10,Travel,47653.0,card,
1222,31/02/2024,101,14,travel expense,-1200.0,Card,Rejected
1223,2025-01-04,103,13,IT Supplies,-1200.0,Bank Transfer,Rejected
1224,19/11/2022,102,888,travel expense,0.0,CASH,
1225,2023-01-11,103,11,Travel,178498.0,Card,
1226,2029-11-15,104,13,Travel,-1200.0,UPI,Rejected
1227,2021-12-10,103,11,IT Supplies,-1200.0,card,approved
1228,31/02/2024,102,14,IT Supplies,0.0,Card,Pending
1229,31/02/2024,100,11,Software Subscription,0.0,Card,
1230,23/03/2022,100,13,travel expense,0.0,Card,Pending
1231,2029-11-15,100,11,Meals,-1200.0,card,Pending
1232,14/08/2023,104,10,IT Supplies,,Card,
1233,13/10/2021,103,10,Travel,-1200.0,card,Rejected
1234,31/02/2024,102,10,IT Supplies,-1200.0,Card,Rejected
1235,04/05/2021,105,10,meal,0.0,card,Approved
1236,31/02/2024,103,13,Travel,,CASH,
1237,31/02/2024,104,888,Software Subscription,198014.0,CASH,
1238,04/06/2023,102,12,Travel,232139.0,CASH,approved
1239,17/01/2021,105,12,travel expense,86761.0,Card,Pending
1240,06/04/2025,103,11,Meals,72198.0,UPI,approved
1241,31/02/2024,100,10,Software Subscription,,Bank Transfer,
1242,16/10/2021,100,11,meal,0.0,card,Rejected
1243,2029-11-15,100,13,meal,,Bank Transfer,Rejected
1244,16/11/2022,999,888,travel expense,179005.0,Card,approved
1245,31/02/2024,102,13,Software Subscription,198293.0,Card,Rejected
1246,2022-03-31,102,14,Software Subscription,,CASH,Rejected
1247,31/02/2024,103,12,Software Subscription,,CASH,approved
1248,2029-11-15,103,12,IT Supplies,103688.0,UPI,
1249,04/12/2022,104,10,Software Subscription,40026.0,Card,Pending
1250,2023-03-01,102,11,meal,230563.0,CASH,Approved
1251,31/02/2024,105,11,travel expense,60014.0,card,Pending
1252,31/02/2024,104,11,IT Supplies,,Bank Transfer,
1253,31/02/2024,103,12,Software Subscription,,card,
1254,2024-08-24,103,11,Meals,154337.0,Bank Transfer,Pending
1255,2029-11-15,105,11,Software Subscription,,CASH,Pending
1256,31/02/2024,103,12,Travel,,CASH,Rejected
1257,21/03/2023,102,11,Meals,45123.0,CASH,Rejected
1258,2024-10-13,105,10,Travel,29689.0,CASH,
1259,2029-11-15,101,12,Meals,,Bank Transfer,approved
1260,04/06/2024,100,12,travel expense,0.0,card,Approved
1261,2025-04-11,105,14,IT Supplies,,CASH,Pending
1262,31/02/2024,105,10,Software Subscription,-1200.0,CASH,Rejected
1263,2029-11-15,102,11,travel expense,188027.0,UPI,
1264,29/09/2022,999,13,travel expense,,Bank Transfer,Pending
1265,31/02/2024,999,12,Software Subscription,0.0,UPI,
1266,31/02/2024,104,12,IT Supplies,,card,Approved
1267,31/02/2024,100,888,IT Supplies,,CASH,
1268,07/07/2021,999,14,Software Subscription,0.0,Bank Transfer,
1269,2029-11-15,105,888,Software Subscription,-1200.0,UPI,approved
1270,2029-11-15,100,888,Software Subscription,,Bank Transfer,Pending
1271,2025-10-26,999,14,IT Supplies,,UPI,approved
1272,2029-11-15,105,10,Meals,,card,Rejected
1273,16/11/2021,104,13,Meals,-1200.0,Bank Transfer,
1274,24/09/2023,105,11,travel expense,,Bank Transfer,Rejected
1275,31/02/2024,102,14,Software Subscription,-1200.0,Bank Transfer,Rejected
1276,2024-08-10,102,11,Travel,,UPI,Approved
1277,2029-11-15,103,13,Meals,0.0,CASH,
1278,31/02/2024,101,13,travel expense,,card,Approved
1279,31/02/2024,999,11,Meals,237086.0,card,Pending
1280,2029-11-15,105,888,Software Subscription,,CASH,Rejected
1281,2022-07-30,104,10,IT Supplies,-1200.0,UPI,Pending
1282,2029-11-15,101,10,meal,,UPI,Rejected
1283,2029-11-15,100,14,Meals,161861.0,CASH,approved
1284,06/05/2024,100,14,travel expense,0.0,Bank Transfer,approved
1285,31/02/2024,100,10,Travel,-1200.0,CASH,Rejected
1286,08/11/2024,103,12,Travel,,CASH,Pending
1287,03/10/2024,102,10,Meals,152269.0,Card,approved
1288,31/02/2024,105,12,Travel,0.0,Card,approved
1289,2023-04-05,100,12,Travel,238753.0,UPI,Pending
1290,2029-11-15,103,12,Meals,-1200.0,CASH,Pending
1291,2029-11-15,101,10,IT Supplies,0.0,Bank Transfer,approved
1292,13/08/2021,100,14,Meals,0.0,card,approved
1293,31/02/2024,102,12,Meals,244409.0,card,
1294,2024-07-04,999,13,meal,-1200.0,UPI,
1295,17/04/2021,105,888,meal,104662.0,CASH,
1296,2022-05-29,105,11,Meals,-1200.0,Card,Rejected
1297,2025-12-04,100,14,Travel,180025.0,Bank Transfer,
1298,31/02/2024,101,14,meal,23359.0,Card,Pending
1299,2023-07-07,104,888,meal,,card,approved
1300,26/07/2025,100,10,meal,,card,Rejected
1301,2025-01-06,100,12,travel expense,180216.0,card,Approved
1302,07/10/2021,104,12,Meals,89519.0,UPI,Approved
1303,31/02/2024,102,10,Travel,0.0,Bank Transfer,approved
1304,11/07/2025,100,888,meal,-1200.0,UPI,Approved
1305,2029-11-15,101,14,Software Subscription,,CASH,
1306,2029-11-15,999,11,Meals,-1200.0,Card,Approved
1307,23/02/2022,101,12,travel expense,0.0,Card,
1308,31/02/2024,102,12,travel expense,-1200.0,UPI,Approved
1309,2024-07-13,105,11,meal,-1200.0,CASH,
1310,31/02/2024,100,13,meal,,Bank Transfer,Approved
1311,2029-11-15,999,11,travel expense,,Bank Transfer,Approved
1312,2022-09-19,102,13,Meals,55771.0,Card,approved
1313,31/02/2024,104,12,Travel,-1200.0,Card,approved
1314,31/02/2024,101,14,Software Subscription,,CASH,approved
1315,2025-11-01,102,14,IT Supplies,107223.0,UPI,Rejected
1316,31/02/2024,999,888,Meals,-1200.0,card,Rejected
1317,2024-01-23,101,10,Software Subscription,,card,Pending
1318,2021-11-22,999,13,Software Subscription,20575.0,UPI,Rejected
1319,2021-08-25,104,10,Software Subscription,-1200.0,card,
1320,17/08/2021,101,888,Software Subscription,-1200.0,Bank Transfer,Rejected
1321,2023-05-22,104,12,Meals,0.0,CASH,Approved
1322,2029-11-15,101,14,Meals,,CASH,Approved
1323,2022-03-13,101,888,meal,0.0,card,Rejected
1324,12/03/2023,104,13,Meals,0.0,CASH,
1325,2025-12-06,104,13,meal,134857.0,Card,Approved
1326,2029-11-15,105,12,Meals,118668.0,Card,
1327,2029-11-15,999,12,travel expense,-1200.0,card,Approved
1328,31/02/2024,104,14,meal,-1200.0,UPI,Approved
1329,2029-11-15,101,13,Travel,,CASH,
1330,31/02/2024,100,10,IT Supplies,-1200.0,Bank Transfer,Pending
1331,2025-05-22,101,13,IT Supplies,0.0,CASH,Rejected
1332,31/02/2024,105,14,Meals,,UPI,
1333,2029-11-15,103,11,Software Subscription,0.0,UPI,Approved
1334,11/02/2025,999,12,Software Subscription,-1200.0,UPI,Approved
1335,31/02/2024,102,13,IT Supplies,-1200.0,Bank Transfer,approved
1336,2029-11-15,104,11,travel expense,-1200.0,Card,Approved
1337,2029-11-15,103,888,Software Subscription,,Bank Transfer,Pending
1338,05/05/2025,104,12,travel expense,0.0,Bank Transfer,Pending
1339,2024-10-09,104,11,Meals,92698.0,Bank Transfer,Pending
1340,31/02/2024,100,12,meal,,UPI,Approved
1341,2029-11-15,104,13,Software Subscription,116866.0,Card,Rejected
1342,31/02/2024,102,11,travel expense,,Bank Transfer,Approved
1343,2022-04-06,101,13,travel expense,,card,Approved
1344,12/08/2022,999,12,Meals,0.0,Bank Transfer,Rejected
1345,31/02/2024,105,12,Meals,0.0,Bank Transfer,Pending
1346,20/12/2024,100,11,IT Supplies,,card,
1347,2023-08-19,102,10,travel expense,0.0,Card,Pending
1348,14/07/2021,103,888,travel expense,-1200.0,Card,Pending
1349,31/02/2024,103,13,IT Supplies,0.0,CASH,approved
1350,2029-11-15,104,13,Travel,-1200.0,Bank Transfer,Approved
1351,06/10/2023,103,12,meal,189977.0,Bank Transfer,
1352,2023-04-28,102,11,IT Supplies,175931.0,Bank Transfer,
1353,2023-06-29,101,10,Software Subscription,106397.0,CASH,Rejected
1354,2023-11-01,102,13,meal,140181.0,Card,Approved
1355,11/11/2021,100,14,IT Supplies,136114.0,Bank Transfer,Pending
1356,2029-11-15,105,888,Travel,3647.0,Card,approved
1357,2021-01-21,102,888,Meals,-1200.0,Card,Approved
1358,31/02/2024,104,12,Travel,116924.0,Card,
1359,22/05/2021,102,11,IT Supplies,114144.0,Card,Approved
1360,20/08/2024,105,888,Travel,55562.0,CASH,Pending
1361,31/02/2024,102,888,meal,107751.0,CASH,Pending
1362,2029-11-15,102,11,Meals,-1200.0,UPI,Pending
1363,24/10/2024,103,14,Meals,-1200.0,UPI,approved
1364,31/02/2024,101,14,Travel,0.0,card,Rejected
1365,20/06/2024,101,10,Software Subscription,,CASH,
1366,31/02/2024,102,14,Software Subscription,,Bank Transfer,Pending
1367,2029-11-15,104,14,IT Supplies,-1200.0,card,Pending
1368,2029-11-15,103,11,Travel,124398.0,CASH,
1369,31/02/2024,102,14,Software Subscription,235556.0,Bank Transfer,Approved
1370,2021-08-24,103,13,Meals,165158.0,CASH,Approved
1371,2021-07-31,103,10,Meals,84647.0,Card,Rejected
1372,31/02/2024,105,11,Meals,-1200.0,Card,
1373,22/04/2022,999,10,Software Subscription,-1200.0,CASH,
1374,2025-07-25,105,14,Travel,223429.0,UPI,Rejected
1375,2023-05-22,104,10,IT Supplies,85891.0,Bank Transfer,Rejected
1376,2022-01-19,999,13,Software Subscription,,card,
1377,2029-11-15,101,14,Meals,179420.0,CASH,approved
1378,06/10/2025,101,14,Travel,-1200.0,Card,Rejected
1379,31/02/2024,999,11,Software Subscription,142694.0,card,Approved
1380,2029-11-15,999,13,Travel,,card,Pending
1381,09/01/2025,101,12,Travel,205182.0,card,approved
1382,15/08/2021,105,888,Software Subscription,,card,approved
1383,2021-04-07,101,888,IT Supplies,143728.0,Card,
1384,22/08/2025,102,14,Travel,,Bank Transfer,Pending
1385,02/04/2021,999,888,IT Supplies,143270.0,UPI,approved
1386,07/10/2023,103,13,IT Supplies,65841.0,card,approved
1387,11/05/2023,102,888,IT Supplies,133422.0,CASH,
1388,31/02/2024,102,11,Meals,7049.0,UPI,Rejected
1389,17/12/2023,105,12,meal,0.0,Card,
1390,31/02/2024,102,11,meal,,UPI,
1391,15/04/2022,999,14,Meals,135977.0,card,Pending
1392,31/02/2024,104,14,Travel,-1200.0,card,Pending
1393,2029-11-15,105,888,meal,151493.0,card,approved
1394,2029-11-15,102,888,Travel,120586.0,UPI,
1395,2022-02-12,100,14,travel expense,,Bank Transfer,Rejected
1396,11/10/2022,103,13,IT Supplies,139166.0,CASH,approved
1397,2023-08-04,105,12,meal,93954.0,UPI,approved
1398,2023-05-11,105,14,Software Subscription,0.0,card,Pending
1399,31/02/2024,102,14,meal,,Card,approved
1400,11/05/2024,102,12,meal,0.0,Bank Transfer,Approved
1401,31/02/2024,103,10,IT Supplies,-1200.0,UPI,approved
1402,25/05/2023,105,12,travel expense,0.0,card,Approved
1403,27/01/2024,104,888,Meals,0.0,card,Rejected
1404,2025-11-02,105,14,Software Subscription,0.0,CASH,
1405,31/02/2024,103,11,meal,0.0,Bank Transfer,
1406,12/08/2022,100,888,Software Subscription,5191.0,UPI,approved
1407,2029-11-15,102,13,Meals,0.0,card,Approved
1408,31/02/2024,102,12,Meals,97321.0,UPI,approved
1409,2029-11-15,999,888,IT Supplies,214730.0,card,approved
1410,08/04/2022,103,888,Software Subscription,-1200.0,card,Approved
1411,2029-11-15,103,10,travel expense,0.0,card,approved
1412,2029-11-15,103,10,travel expense,0.0,CASH,
1413,2023-01-30,102,12,Meals,,Bank Transfer,
1414,2024-08-15,999,11,IT Supplies,0.0,card,Rejected
1415,12/05/2025,100,11,Software Subscription,184440.0,Bank Transfer,
1416,12/07/2021,102,888,travel expense,-1200.0,Card,approved
1417,16/05/2023,999,12,IT Supplies,,UPI,Rejected
1418,2025-01-31,101,13,IT Supplies,-1200.0,card,Approved
1419,31/02/2024,103,11,Meals,-1200.0,Card,Approved
1420,2029-11-15,102,13,travel expense,170212.0,Card,Pending
1421,13/04/2024,103,14,Travel,,UPI,Approved
1422,2029-11-15,999,11,Software Subscription,143502.0,UPI,Pending
1423,2029-11-15,100,10,meal,244014.0,CASH,Rejected
1424,09/06/2023,104,13,Travel,187300.0,UPI,Rejected
1425,2022-12-17,104,13,meal,142084.0,card,Rejected
1426,03/06/2023,105,11,meal,0.0,CASH,Rejected
1427,01/05/2025,103,10,Meals,0.0,UPI,
1428,03/01/2022,105,10,IT Supplies,-1200.0,Bank Transfer,Rejected
1429,31/02/2024,104,888,meal,-1200.0,CASH,
1430,31/02/2024,100,11,Meals,,CASH,Approved
1431,31/02/2024,105,14,Travel,,Card,Approved
1432,31/02/2024,999,14,Travel,0.0,Bank Transfer,
1433,31/02/2024,999,13,Travel,,Card,Rejected
1434,31/02/2024,102,11,meal,,CASH,approved
1435,16/06/2024,103,13,meal,90120.0,CASH,
1436,31/02/2024,102,14,IT Supplies,0.0,Card,Rejected
